a	a |
ukiuwe	u k i u w e |
ukiwa	u k i w a |
uko	u k o |
ukoloni	u k o l o n i |
ukoo	u k o o |
ukosefu	u k o s e f u |
ukraine	u k r a i n e |
ukristo	u k r i s t o |
ukubali	u k u b a l i |
ukubwa	u k u b w a |
ukufe	u k u f e |
ukule	u k u l e |
ukumbi	u k u m b i |
ukumbusho	u k u m b u s h o |
ukungu	u k u n g u |
ukunywe	u k u n y w e |
ukuta	u k u t a |
ukuwe	u k u w e |
ukweli	u k w e l i |
ulaaniwe	u l a a n i w e |
ulaya	u l a y a |
ule	u l e |
ulemavu	u l e m a v u |
ulevi	u l e v i |
uliacha	u l i a c h a |
uliahidi	u l i a h i d i |
uliambia	u l i a m b i a |
uliandaliwa	u l i a n d a l i w a |
ulianza	u l i a n z a |
ulianzishwa	u l i a n z i s h w a |
ulibadilishwa	u l i b a d i l i s h w a |
uliboreshwa	u l i b o r e s h w a |
ulicheza	u l i c h e z a |
ulicho	u l i c h o |
ulichora	u l i c h o r a |
ulichukuwa	u l i c h u k u w a |
ulichunguza	u l i c h u n g u z a |
ulie	u l i e |
ulielewa	u l i e l e w a |
ulienda	u l i e n d a |
uliendelea	u l i e n d e l e a |
ulieneza	u l i e n e z a |
ulifanya	u l i f a n y a |
ulifanyika	u l i f a n y i k a |
ulifata	u l i f a t a |
ulifika	u l i f i k a |
ulifikia	u l i f i k i a |
ulifuata	u l i f u a t a |
ulifunzwa	u l i f u n z w a |
ulifurahiya	u l i f u r a h i y a |
uligeuka	u l i g e u k a |
uligeuza	u l i g e u z a |
uligundua	u l i g u n d u a |
uligunduwa	u l i g u n d u w a |
uligusa	u l i g u s a |
ulihakikisha	u l i h a k i k i s h a |
uliharibu	u l i h a r i b u |
uliifanya	u l i i f a n y a |
uliipenda	u l i i p e n d a |
uliisha	u l i i s h a |
uliishi	u l i i s h i |
uliisoma	u l i i s o m a |
uliita	u l i i t a |
uliitwa	u l i i t w a |
ulikatala	u l i k a t a l a |
ulikufikia	u l i k u f i k i a |
ulikuta	u l i k u t a |
ulikuwa	u l i k u w a |
ulikuwaka	u l i k u w a k a |
ulikuya	u l i k u y a |
ulikwenda	u l i k w e n d a |
ulilia	u l i l i a |
ulilipwa	u l i l i p w a |
ulimaliza	u l i m a l i z a |
ulimufanya	u l i m u f a n y a |
ulimugeukia	u l i m u g e u k i a |
ulimulamusha	u l i m u l a m u s h a |
ulimulumiza	u l i m u l u m i z a |
ulimuona	u l i m u o n a |
ulimupatia	u l i m u p a t i a |
ulimupenda	u l i m u p e n d a |
ulimupiga	u l i m u p i g a |
ulimushangaza	u l i m u s h a n g a z a |
ulimuvutia	u l i m u v u t i a |
ulimwengu	u l i m w e n g u |
ulimwenguni	u l i m w e n g u n i |
uliniambia	u l i n i a m b i a |
ulinielewa	u l i n i e l e w a |
ulinilamusha	u l i n i l a m u s h a |
uliniona	u l i n i o n a |
ulinzi	u l i n z i |
uliofanywa	u l i o f a n y w a |
uliomba	u l i o m b a |
ulionekana	u l i o n e k a n a |
ulionesha	u l i o n e s h a |
uliongezeka	u l i o n g e z e k a |
ulionyesha	u l i o n y e s h a |
uliopita	u l i o p i t a |
ulipashwa	u l i p a s h w a |
ulipata	u l i p a t a |
ulipatiaka	u l i p a t i a k a |
ulipenda	u l i p e n d a |
ulipendekeza	u l i p e n d e k e z a |
ulipitisha	u l i p i t i s h a |
ulipunguka	u l i p u n g u k a |
uliripotiwa	u l i r i p o t i w a |
ulirudia	u l i r u d i a |
ulirusha	u l i r u s h a |
ulisahabu	u l i s a h a b u |
ulisahau	u l i s a h a u |
ulisema	u l i s e m a |
ulisha	u l i s h a |
ulishachoka	u l i s h a c h o k a |
ulishaka	u l i s h a k a |
ulishakaona	u l i s h a k a o n a |
ulishakuwa	u l i s h a k u w a |
ulishawahi	u l i s h a w a h i |
ulishinda	u l i s h i n d a |
ulishuka	u l i s h u k a |
ulisikia	u l i s i k i a |
ulisoma	u l i s o m a |
ulisubiri	u l i s u b i r i |
ulitabiriwa	u l i t a b i r i w a |
ulitaka	u l i t a k a |
ulitakiwa	u l i t a k i w a |
ulitangaza	u l i t a n g a z a |
ulitangazwa	u l i t a n g a z w a |
ulitengeneza	u l i t e n g e n e z a |
ulitia	u l i t i a |
ulitoa	u l i t o a |
ulitoka	u l i t o k a |
ulitolewa	u l i t o l e w a |
ulitosha	u l i t o s h a |
ulituma	u l i t u m a |
ulitumika	u l i t u m i k a |
ulitumikishwa	u l i t u m i k i s h w a |
uliuliza	u l i u l i z a |
uliumbiwa	u l i u m b i w a |
uliundwa	u l i u n d w a |
uliuza	u l i u z a |
ulivuma	u l i v u m a |
ulivuruga	u l i v u r u g a |
ulivuta	u l i v u t a |
ulivyo	u l i v y o |
uliwengu	u l i w e n g u |
uliye	u l i y e |
uliyo	u l i y o |
uliza	u l i z a |
ulizala	u l i z a l a |
ulizani	u l i z a n i |
ulizo	u l i z o |
ulysses	u l y s s e s |
umaarufu	u m a a r u f u |
umakini	u m a k i n i |
umalaika	u m a l a i k a |
umalize	u m a l i z e |
umaskini	u m a s k i n i |
umbali	u m b a l i |
umbo	u m b o |
umeanza	u m e a n z a |
umebadirika	u m e b a d i r i k a |
umechoka	u m e c h o k a |
umeenea	u m e e n e a |
umefanya	u m e f a n y a |
“”umekosa	“ ” u m e k o s a |
umekua	u m e k u a |
umeme	u m e m e |
umepunguza	u m e p u n g u z a |
umetoka	u m e t o k a |
umewahi	u m e w a h i |
umezikwa	u m e z i k w a |
umia	u m i a |
umiya	u m i y a |
umizake	u m i z a k e |
umoja	u m o j a |
umoya	u m o y a |
umri	u m r i |
umuhimu	u m u h i m u |
umupigie	u m u p i g i e |
umusahabu	u m u s a h a b u |
umushukuru	u m u s h u k u r u |
umwambie	u m w a m b i e |
umwelt	u m w e l t |
un	u n |
una	u n a |
unaachaka	u n a a c h a k a |
unaahidi	u n a a h i d i |
unaambukia	u n a a m b u k i a |
unaandika	u n a a n d i k a |
unaangalia	u n a a n g a l i a |
unaangaliaka	u n a a n g a l i a k a |
unaangaliyaka	u n a a n g a l i y a k a |
unaanza	u n a a n z a |
unaanzaka	u n a a n z a k a |
unaanzishwa	u n a a n z i s h w a |
unaazibu	u n a a z i b u |
unabadirishwa	u n a b a d i r i s h w a |
unabakia	u n a b a k i a |
unabakiana	u n a b a k i a n a |
unacheka	u n a c h e k a |
unachekea	u n a c h e k e a |
unachekesha	u n a c h e k e s h a |
unacheza	u n a c h e z a |
unachezaka	u n a c h e z a k a |
unacho	u n a c h o |
unachoka	u n a c h o k a |
unachotaka	u n a c h o t a k a |
unachotakiwa	u n a c h o t a k i w a |
unachunguza	u n a c h u n g u z a |
unaelewa	u n a e l e w a |
unaenda	u n a e n d a |
unaendelea	u n a e n d e l e a |
unafahamu	u n a f a h a m u |
unafanana	u n a f a n a n a |
unafanya	u n a f a n y a |
unafanyaje	u n a f a n y a j e |
unafanyika	u n a f a n y i k a |
unafika	u n a f i k a |
unafikia	u n a f i k i a |
unafikiri	u n a f i k i r i |
unafikiria	u n a f i k i r i a |
unafunga	u n a f u n g a |
unafungwa	u n a f u n g w a |
unafurahishwa	u n a f u r a h i s h w a |
unageuka	u n a g e u k a |
unageuza	u n a g e u z a |
unagonga	u n a g o n g a |
unagonjwa	u n a g o n j w a |
unagundua	u n a g u n d u a |
unahakikishwa	u n a h a k i k i s h w a |
unahanza	u n a h a n z a |
unaheshimu	u n a h e s h i m u |
unahitaji	u n a h i t a j i |
unahitajika	u n a h i t a j i k a |
unaifanyia	u n a i f a n y i a |
unaifikiria	u n a i f i k i r i a |
unaikala	u n a i k a l a |
unailiza	u n a i l i z a |
unaingia	u n a i n g i a |
unaingilia	u n a i n g i l i a |
unaiona	u n a i o n a |
unaishi	u n a i s h i |
unaisikia	u n a i s i k i a |
unaitwa	u n a i t w a |
unajaribu	u n a j a r i b u |
unajengwa	u n a j e n g w a |
unajiangalia	u n a j i a n g a l i a |
“unajidanganya	“ u n a j i d a n g a n y a |
unajidanganya	u n a j i d a n g a n y a |
unajifunziaka	u n a j i f u n z i a k a |
unajiingiza	u n a j i i n g i z a |
unajikamata	u n a j i k a m a t a |
unajikuta	u n a j i k u t a |
unajiona	u n a j i o n a |
unajipenda	u n a j i p e n d a |
unajisikia	u n a j i s i k i a |
unajisumbua	u n a j i s u m b u a |
unajitahidi	u n a j i t a h i d i |
unajitia	u n a j i t i a |
unajiuliza	u n a j i u l i z a |
unajua	u n a j u a |
unajulikana	u n a j u l i k a n a |
unajuwa	u n a j u w a |
unakamata	u n a k a m a t a |
unakaribia	u n a k a r i b i a |
unakimbilia	u n a k i m b i l i a |
unakosa	u n a k o s a |
unakubali	u n a k u b a l i |
unakufa	u n a k u f a |
unakuja	u n a k u j a |
unakula	u n a k u l a |
unakumbuka	u n a k u m b u k a |
unakutana	u n a k u t a n a |
unakutanana	u n a k u t a n a n a |
unakutwa	u n a k u t w a |
unakuwa	u n a k u w a |
unakuwaka	u n a k u w a k a |
unakuya	u n a k u y a |
unalala	u n a l a l a |
unaleta	u n a l e t a |
unalewa	u n a l e w a |
unalipaka	u n a l i p a k a |
unalishambuliwa	u n a l i s h a m b u l i w a |
unalomba	u n a l o m b a |
unamaliza	u n a m a l i z a |
unamujua	u n a m u j u a |
unamukumbuka	u n a m u k u m b u k a |
unamuoa	u n a m u o a |
unamupa	u n a m u p a |
unamwami	u n a m w a m i |
unangoa	u n a n g o a |
unaniambia	u n a n i a m b i a |
unaniambiaka	u n a n i a m b i a k a |
unanifanya	u n a n i f a n y a |
unaniita	u n a n i i t a |
unanijua	u n a n i j u a |
unanikamata	u n a n i k a m a t a |
unanikumbusha	u n a n i k u m b u s h a |
unanipenda	u n a n i p e n d a |
unanisaidia	u n a n i s a i d i a |
unanisikia	u n a n i s i k i a |
unanitosha	u n a n i t o s h a |
unaniuliza	u n a n i u l i z a |
unaniuzi	u n a n i u z i |
unaniweka	u n a n i w e k a |
unanukia	u n a n u k i a |
unao	u n a o |
unaofaa	u n a o f a a |
unaogopa	u n a o g o p a |
unaojulikana	u n a o j u l i k a n a |
unaombaka	u n a o m b a k a |
unaona	u n a o n a |
unaonekana	u n a o n e k a n a |
unaonesha	u n a o n e s h a |
unaongea	u n a o n g e a |
unaongeaka	u n a o n g e a k a |
unaonya	u n a o n y a |
unaotaka	u n a o t a k a |
unaotokana	u n a o t o k a n a |
unapashwa	u n a p a s h w a |
unapaswa	u n a p a s w a |
unapaswha	u n a p a s w h a |
unapata	u n a p a t a |
unapenda	u n a p e n d a |
unapendaka	u n a p e n d a k a |
unapendelea	u n a p e n d e l e a |
unapendezwa	u n a p e n d e z w a |
unapewa	u n a p e w a |
unapimwa	u n a p i m w a |
unapita	u n a p i t a |
unapitisha	u n a p i t i s h a |
unapo	u n a p o |
unapokuwa	u n a p o k u w a |
unapondekana	u n a p o n d e k a n a |
unapoteza	u n a p o t e z a |
unapumua	u n a p u m u a |
unapunguka	u n a p u n g u k a |
unapunguzwa	u n a p u n g u z w a |
unapuuzia	u n a p u u z i a |
unarudia	u n a r u d i a |
unarudilia	u n a r u d i l i a |
unasahini	u n a s a h i n i |
unasambarana	u n a s a m b a r a n a |
unasema	u n a s e m a |
unasemausiandike	u n a s e m a u s i a n d i k e |
unashambuliwa	u n a s h a m b u l i w a |
unashimama	u n a s h i m a m a |
unasikia	u n a s i k i a |
unasikiaka	u n a s i k i a k a |
unasikiliza	u n a s i k i l i z a |
unasikitishwa	u n a s i k i t i s h w a |
unasimamishwa	u n a s i m a m i s h w a |
unasirika	u n a s i r i k a |
unasoma	u n a s o m a |
unastahili	u n a s t a h i l i |
unasumulia	u n a s u m u l i a |
unatafuta	u n a t a f u t a |
unataka	u n a t a k a |
unatakiwa	u n a t a k i w a |
unatania	u n a t a n i a |
unategemea	u n a t e g e m e a |
unatembea	u n a t e m b e a |
unatenda	u n a t e n d a |
unatia	u n a t i a |
unatoa	u n a t o a |
unatoka	u n a t o k a |
unatokaka	u n a t o k a k a |
unatokea	u n a t o k e a |
unatokeaka	u n a t o k e a k a |
unatuma	u n a t u m a |
unatumikaka	u n a t u m i k a k a |
unauliza	u n a u l i z a |
unauma	u n a u m a |
unaunda	u n a u n d a |
unaundwa	u n a u n d w a |
unauza	u n a u z a |
unauzisha	u n a u z i s h a |
unavutaka	u n a v u t a k a |
unavyo	u n a v y o |
unawaji	u n a w a j i |
unawapenda	u n a w a p e n d a |
unawaua	u n a w a u a |
unawaza	u n a w a z a |
unawazia	u n a w a z i a |
unawekaka	u n a w e k a k a |
unawekwa	u n a w e k w a |
unaweza	u n a w e z a |
unaweze	u n a w e z e |
unayaongelea	u n a y a o n g e l e a |
unaye	u n a y e |
unayo	u n a y o |
unazani	u n a z a n i |
unazidi	u n a z i d i |
unazimisha	u n a z i m i s h a |
unazoweaka	u n a z o w e a k a |
unazoweza	u n a z o w e z a |
unazungumza	u n a z u n g u m z a |
und	u n d |
undani	u n d a n i |
underwood	u n d e r w o o d |
undwa	u n d w a |
unene	u n e n e |
unga	u n g a |
ungali	u n g a l i |
unganisha	u n g a n i s h a |
ungebakia	u n g e b a k i a |
ungefika	u n g e f i k a |
ungefurahi	u n g e f u r a h i |
ungeiacha	u n g e i a c h a |
ungeisema	u n g e i s e m a |
ungeita	u n g e i t a |
ungeiuza	u n g e i u z a |
ungekamatwa	u n g e k a m a t w a |
ungekua	u n g e k u a |
ungekuja	u n g e k u j a |
ungekuwa	u n g e k u w a |
ungeli	u n g e l i |
ungemaliza	u n g e m a l i z a |
ungemukutana	u n g e m u k u t a n a |
ungeniomba	u n g e n i o m b a |
ungepashwa	u n g e p a s h w a |
ungependa	u n g e p e n d a |
ungependelea	u n g e p e n d e l e a |
ungetafuta	u n g e t a f u t a |
ungetoka	u n g e t o k a |
ungeuliza	u n g e u l i z a |
ungeweza	u n g e w e z a |
ungoje	u n g o j e |
uniache	u n i a c h e |
uniambie	u n i a m b i e |
unibebe	u n i b e b e |
unibusu	u n i b u s u |
unicef	u n i c e f |
unichoree	u n i c h o r e e |
unifasirie	u n i f a s i r i e |
uniforme	u n i f o r m e |
unihurumie	u n i h u r u m i e |
uniite	u n i i t e |
unikinge	u n i k i n g e |
uniongoze	u n i o n g o z e |
uniruhusu	u n i r u h u s u |
unis	u n i s |
unisamehe	u n i s a m e h e |
unit	u n i t |
unitafutie	u n i t a f u t i e |
uniuzie	u n i u z i e |
univers	u n i v e r s |
universel	u n i v e r s e l |
univike	u n i v i k e |
ununuzi	u n u n u z i |
unyamanze	u n y a m a n z e |
unyanyasaji	u n y a n y a s a j i |
unyanyasi	u n y a n y a s i |
unyenyekevu	u n y e n y e k e v u |
uombe	u o m b e |
uone	u o n e |
uonekane	u o n e k a n e |
uongee	u o n g e e |
uongozi	u o n g o z i |
uonyeshe	u o n y e s h e |
uovu	u o v u |
upande	u p a n d e |
upanga	u p a n g a |
upashaji	u p a s h a j i |
upasuaji	u p a s u a j i |
upate	u p a t e |
upekee	u p e k e e |
upele	u p e l e |
upelelezi	u p e l e l e z i |
upelezi	u p e l e z i |
upende	u p e n d e |
upendezaji	u p e n d e z a j i |
upendo	u p e n d o |
upepelezi	u p e p e l e z i |
upepo	u p e p o |
upimaji	u p i m a j i |
upinde	u p i n d e |
upinzaji	u p i n z a j i |
upinzani	u p i n z a n i |
upofu	u p o f u |
upole	u p o l e |
upotezaji	u p o t e z a j i |
upumbavu	u p u m b a v u |
upumuzike	u p u m u z i k e |
upungufu	u p u n g u f u |
upunguze	u p u n g u z e |
upuuzaji	u p u u z a j i |
upuuzi	u p u u z i |
upweke	u p w e k e |
upya	u p y a |
urafiki	u r a f i k i |
urahisi	u r a h i s i |
uraia	u r a i a |
urais	u r a i s |
urefu	u r e f u |
urembo	u r e m b o |
urizi	u r i z i |
urudie	u r u d i e |
urudishe	u r u d i s h e |
urudishiwe	u r u d i s h i w e |
urusi	u r u s i |
usafarishaji	u s a f a r i s h a j i |
usafi	u s a f i |
usafiri	u s a f i r i |
usafirishaji	u s a f i r i s h a j i |
usafishaji	u s a f i s h a j i |
usaidie	u s a i d i e |
usaidizi	u s a i d i z i |
usaini	u s a i n i |
usalama	u s a l a m a |
usaliti	u s a l i t i |
usambazaji	u s a m b a z a j i |
usawa	u s a w a |
usb	u s b |
useme	u s e m e |
usemi	u s e m i |
ushabiki	u s h a b i k i |
ushahidi	u s h a h i d i |
ushaidi	u s h a i d i |
ushauri	u s h a u r i |
ushawishi	u s h a w i s h i |
ushindani	u s h i n d a n i |
ushindi	u s h i n d i |
ushirika	u s h i r i k a |
ushirikiano	u s h i r i k i a n o |
ushuhuda	u s h u h u d a |
ushuru	u s h u r u |
usi	u s i |
usiache	u s i a c h e |
usiambie	u s i a m b i e |
usianguke	u s i a n g u k e |
usibadirishe	u s i b a d i r i s h e |
usicheze	u s i c h e z e |
usichimbe	u s i c h i m b e |
usichoke	u s i c h o k e |
usiende	u s i e n d e |
usiendelee	u s i e n d e l e e |
usifanye	u s i f a n y e |
usigeuke	u s i g e u k e |
usiguse	u s i g u s e |
usiite	u s i i t e |
usiitike	u s i i t i k e |
usijali	u s i j a l i |
usijaribu	u s i j a r i b u |
usijibu	u s i j i b u |
usijifanye	u s i j i f a n y e |
usijikamate	u s i j i k a m a t e |
usijikate	u s i j i k a t e |
usijipige	u s i j i p i g e |
usikate	u s i k a t e |
usikie	u s i k i e |
usikilizaji	u s i k i l i z a j i |
usikilize	u s i k i l i z e |
usikose	u s i k o s e |
usiku	u s i k u |
usikufuru	u s i k u f u r u |
usikuwe	u s i k u w e |
usilalamike	u s i l a l a m i k e |
usilape	u s i l a p e |
usililiake	u s i l i l i a k e |
usimamizi	u s i m a m i z i |
usimuache	u s i m u a c h e |
usimuambie	u s i m u a m b i e |
usimulete	u s i m u l e t e |
usimutegemee	u s i m u t e g e m e e |
usingisi	u s i n g i s i |
usingizi	u s i n g i z i |
usingoje	u s i n g o j e |
usiniambie	u s i n i a m b i e |
usiniguse	u s i n i g u s e |
usinikokote	u s i n i k o k o t e |
usinitumie	u s i n i t u m i e |
usinungunike	u s i n u n g u n i k e |
usio	u s i o |
usiogope	u s i o g o p e |
usiombe	u s i o m b e |
usipaitaki	u s i p a i t a k i |
usipandishe	u s i p a n d i s h e |
usipitie	u s i p i t i e |
usipotee	u s i p o t e e |
usipoteze	u s i p o t e z e |
usiri	u s i r i |
usirimu	u s i r i m u |
usirudie	u s i r u d i e |
usiruhusu	u s i r u h u s u |
usisababishe	u s i s a b a b i s h e |
usisahabu	u s i s a h a b u |
usisahau	u s i s a h a u |
usisahini	u s i s a h i n i |
usiseme	u s i s e m e |
usishangale	u s i s h a n g a l e |
usishiriki	u s i s h i r i k i |
usisikie	u s i s i k i e |
usisite	u s i s i t e |
usisukule	u s i s u k u l e |
usisumbue	u s i s u m b u e |
usitafune	u s i t a f u n e |
usitayarishe	u s i t a y a r i s h e |
usitegemee	u s i t e g e m e e |
usitie	u s i t i e |
usitingizike	u s i t i n g i z i k e |
usitoke	u s i t o k e |
usitumike	u s i t u m i k e |
usitupe	u s i t u p e |
usiulize	u s i u l i z e |
usiwatukane	u s i w a t u k a n e |
usiwaze	u s i w a z e |
usiwe	u s i w e |
usiyo	u s i y o |
usns	u s n s |
uso	u s o |
usome	u s o m e |
usomi	u s o m i |
usppi	u s p p i |
usumbufu	u s u m b u f u |
uswisi	u s w i s i |
uswizi	u s w i z i |
utaacha	u t a a c h a |
utaambia	u t a a m b i a |
utabiri	u t a b i r i |
utachelewa	u t a c h e l e w a |
utachunga	u t a c h u n g a |
utadumu	u t a d u m u |
utaelewa	u t a e l e w a |
utaenda	u t a e n d a |
utaendelea	u t a e n d e l e a |
utaendelesha	u t a e n d e l e s h a |
utafanyikiwa	u t a f a n y i k i w a |
utafiti	u t a f i t i |
utafsiri	u t a f s i r i |
utafukuzwa	u t a f u k u z w a |
utafute	u t a f u t e |
utageuka	u t a g e u k a |
utagundua	u t a g u n d u a |
utahitaji	u t a h i t a j i |
utajifunza	u t a j i f u n z a |
utajiri	u t a j i r i |
utajitoa	u t a j i t o a |
utajuta	u t a j u t a |
utakamatwa	u t a k a m a t w a |
utakaribishiwa	u t a k a r i b i s h i w a |
utakaribishwa	u t a k a r i b i s h w a |
utakaso	u t a k a s o |
utakosa	u t a k o s a |
utakua	u t a k u a |
utakufa	u t a k u f a |
utakunywa	u t a k u n y w a |
utakutana	u t a k u t a n a |
utakuwa	u t a k u w a |
utalala	u t a l a l a |
utalazimika	u t a l a z i m i k a |
utalazimishwa	u t a l a z i m i s h w a |
utalunguza	u t a l u n g u z a |
utamaduni	u t a m a d u n i |
utamaliza	u t a m a l i z a |
utambulisho	u t a m b u l i s h o |
utamu	u t a m u |
utamufanya	u t a m u f a n y a |
utamuona	u t a m u o n a |
utandawazi	u t a n d a w a z i |
utani	u t a n i |
utaniambia	u t a n i a m b i a |
utanifata	u t a n i f a t a |
utaniuliza	u t a n i u l i z a |
utaolewa	u t a o l e w a |
utaona	u t a o n a |
utaongea	u t a o n g e a |
utapata	u t a p a t a |
utapatia	u t a p a t i a |
utapenda	u t a p e n d a |
utapita	u t a p i t a |
utapona	u t a p o n a |
utapoteza	u t a p o t e z a |
utaratibu	u t a r a t i b u |
utarizika	u t a r i z i k a |
utarudia	u t a r u d i a |
utashi	u t a s h i |
utasikiliza	u t a s i k i l i z a |
utata	u t a t a |
utatekeleza	u t a t e k e l e z a |
utatokea	u t a t o k e a |
utawala	u t a w a l a |
utaweza	u t a w e z a |
utayarishaji	u t a y a r i s h a j i |
utc	u t c |
utc0700	u t c 0 7 0 0 |
utekelezaji	u t e k e l e z a j i |
utendaji	u t e n d a j i |
utengaji	u t e n g a j i |
utengenezaji	u t e n g e n e z a j i |
utoaji	u t o a j i |
utofauti	u t o f a u t i |
utoke	u t o k e |
utokee	u t o k e e |
utoto	u t o t o |
utowe	u t o w e |
utu	u t u |
utukufu	u t u k u f u |
utulie	u t u l i e |
utulivu	u t u l i v u |
utumiaji	u t u m i a j i |
utumie	u t u m i e |
utumiwe	u t u m i w e |
utumwa	u t u m w a |
utunzaji	u t u n z a j i |
utupu	u t u p u |
uturuki	u t u r u k i |
utwala	u t w a l a |
uumbaji	u u m b a j i |
uundaji	u u n d a j i |
uuwongo	u u w o n g o |
uuzaji	u u z a j i |
uuzishaji	u u z i s h a j i |
uvamizi	u v a m i z i |
uvivu	u v i v u |
uvumbuzi	u v u m b u z i |
uvumilivu	u v u m i l i v u |
uvutaji	u v u t a j i |
uwa	u w a |
uwake	u w a k e |
uwalimu	u w a l i m u |
uwanja	u w a n j a |
uwatafutie	u w a t a f u t i e |
uwawa	u w a w a |
uwazi	u w a z i |
uwe	u w e |
uweke	u w e k e |
uwepo	u w e p o |
uwezakano	u w e z a k a n o |
uweze	u w e z e |
uwezekano	u w e z e k a n o |
uwezo	u w e z o |
uwezokano	u w e z o k a n o |
uwindaji	u w i n d a j i |
uwingi	u w i n g i |
uwoga	u w o g a |
uwongo	u w o n g o |
uwongozi	u w o n g o z i |
uyahudi	u y a h u d i |
uyo	u y o |
uyu	u y u |
uza	u z a |
uzaifu	u z a i f u |
uzalishaji	u z a l i s h a j i |
uzazi	u z a z i |
uze	u z e |
uzee	u z e e |
uzembe	u z e m b e |
uzi	u z i |
uzibitisho	u z i b i t i s h o |
uziingize	u z i i n g i z e |
uzingatiaji	u z i n g a t i a j i |
uzishia	u z i s h i a |
uzishiwa	u z i s h i w a |
uzito	u z i t o |
uziweke	u z i w e k e |
uzoefu	u z o e f u |
uzuni	u z u n i |
uzuri	u z u r i |
uzwa	u z w a |
